Ciudad;Provincia;matched_ciudad;measure value
Mercedes;Corrientes;Mercedes;0
Merlo;Buenos Aires;Merlo;0
Merlo;San Luis;Merlo;0
Mesón de Fierro;Chaco;Mesón de Fierro;0
Metán;Salta;Metán;0
Milagro;La Rioja;Milagro;0
Mina Clavero;Córdoba;Mina Clavero;0
Miraflores;Chaco;Miraflores;0
Miramar;Buenos Aires;Miramar;0
Mocoretà;Corrientes;Mocoretá;1
Mocoretá;Corrientes;Mocoretá;0
Monte Buey;Córdoba;Monte Buey;0
Monte Caseros;Corrientes;Monte Caseros;0
Monte Coseros;Corrientes;Monte Caseros;1
Monte Grande;Buenos Aires;Monte Grande;0
Monte Grande;Buenos Aires;Monte Grande;0
Monte Grande, E. Echeverría;Buenos Aires;Monte Grande, E. Echeverría;0
Monte Hermoso;Buenos Aires;Monte Hermoso;0
Monte Maíz;Córdoba;Monte Maíz;0
Monte Quemado;Santiago del Estero;Monte Quemado;0
Montecarlo;Misiones;Montecarlo;0
Monteros;Tucumán;Monteros;0
Monterrico;Jujuy;Monterrico;0
Monterrico;Jyjuy;Monterrico;0
Montes de Oca;Santa Fe;Montes de Oca;0
Moreno;Buenos Aires;Moreno;0
Morrison;Córdoba;Morrison;0
Morteros;Córdoba;Morteros;0
Morón;Buenos Aires;Morón;0
Munro;Buenos Aires;Munro;0
Munro, Vicente Lopez;Buenos Aires;Munro, Vicente Lopez;0
Murphy;Santa Fe;Murphy;0
Música;Chubut;Música;0
N. de la Riestra;Buenos Aires;N. de la Riestra;0
Navarro;Buenos Aires;Navarro;0
Necochea;Buenos Aires;Necochea;0
Nelson;Santa Fe ;Nelson;0
Neuquen;Neuquen;Neuquén;1
Neuquen;Neuquén;Neuquén;1
Neuquén;Neuquen;Neuquén;0
Neuquén;Neuquén;Neuquén;0
Neuquén;Neuquén ;Neuquén;0
Noetinger;Córdoba;Noetinger;0
Nogoyá;Entre Ríos;Nogoyá;0
Nono;Córdoba;Nono;0
Norberto de la Riestra;Buenos Aires;Norberto de la Riestra;0
Oberá;Misiones;Oberá;0
Olavarría;Buenos Aires;Olavarría;0
Oliva;Córdoba;Oliva;0
Olivos;Buenos Aires;Olivos;0
Olta;La Rioja;Olta;0
Olta;La Rioja ;Olta;0
Oncativo;Córdoba;Oncativo;0
Ordóñez;Córdoba;Ordoñez;1
Orense;Buenos Aires;Orense;0
Oro Verde;Entre Ríos;Oro Verde;0
Orán;Salta;Orán;0
O´Brien;Buenos Aires;O´Brien;0
Pablo Nogués;Buenos Aires;Pablo Nogués;0
Pablo Podestá;Buenos Aires;Pablo Podestá;0
Palmira;Mendoza;Palmira;0
Palpalá;Jujuy;Palpalá;0
Pampa De Los Guanacos;Santiago del Estero;Pampa de los Guanacos;0
Pampa del Indio;Chaco;Pampa del Indio;0
Paraná;Entre Ríos;Paraná;0
Parera;La Pampa;Parera;0
Pascanas;Córdoba;Pascanas;0
Paso de los Libres;Corrientes;Paso de los Libres;0
Paso del Rey;Buenos Aires;Paso del Rey;0
Pblo Libertador;Corrientes;Pblo Libertador;0
Pcia. de la Plaza;Chaco;Pcia. de la Plaza;0
Pedro Luro;Buenos Aires;Pedro Luro;0
Pehuajó;Buenos Aires;Pehuajó;0
Pellegrini;Buenos Aires;Pellegrini;0
Perez;Santa Fe;Pérez;1
Pergamino;Buenos Aires;Pergamino;0
Perico del Carmen;Jujuy;Perico del Carmen;0
Pericó;Jujuy;Perico;1
Perito Moreno;Santa Cruz;Perito Moreno;0
Peyrano;Santa Fe;Peyrano;0
Pichanal;Salta;Pichanal;0
Pico truncado;Santa Cruz;Pico Truncado;0
Pico Truncado;Santa Cruz;Pico Truncado;0
Pico truncado;Santa Cruz;Pico Truncado;0
Piedra del Aguila;Neuquén;Piedra del Águila;1
Piedras Blancas;Entre Ríos;Piedras Blancas;0
Pigué;Buenos Aires;Pigüé;1
Pigüé;Buenos Aires;Pigüé;0
Pilar;Buenos Aires;Pilar;0
Pilar;Córdoba;Pilar;0
Pilar;Santa Fe;Pilar;0
Pinamar;Buenos Aires;Pinamar;0
Pirané;Formosa;Pirané;0
Piñeyro;Buenos Aires;Piñero;1
Poman;Catamarca;Pomán;1
Pomán;Catamarca;Pomán;0
Pontevedra;Buenos Aires;Pontevedra;0
Porteña;Córdoba;Porteña;0
Posadas;Misiones;Posadas;0
Pozo del Molle;Córdoba;Pozo del Molle;0
Ppa. del Infierno;Chaco;Ppa. del Infierno;0
Presidencia Roque Peña;Chaco;Presidencia Roque Peña;0
Presidencia Roque Sáenz Peña;Chaco;Presidencia Roque Sáenz Peña;0
Progreso;Santa Fe;Progreso;0
Ps de los Libres;Corrientes;Ps de los Libres;0
Pte. R. Sáenz Peña;Chaco;Pte. R. Sáenz Peña;0
Pte. Roque Sáenz Peña;Chaco;Pte. Roque Sáenz Peña;0
Puan;Buenos Aires;Puán;1
Pueblo Esther;Santa Fe;Pueblo Esther;0
Pueblo Italiano;Córdoba;Pueblo Italiano;0
Puerto Belgrano;Buenos Aires;Puerto Belgrano;0
Puerto Deseado;Santa Cruz;Puerto Deseado;0
Puerto Esperanza;Misiones;Puerto Esperanza;0
Puerto Gral San Martín;Sana Fe;Puerto Gral San Martín;0
Puerto Gral San Martín;Santa Fe;Puerto Gral San Martín;0
Puerto Iguazú;Misiones;Puerto Iguazú;0
Puerto Madryn;Chubut;Puerto Madryn;0
Puerto Madryn;Chubut;Puerto Madryn;0
Puerto Rico;Misiones;Puerto Rico;0
Puerto Rosales;Buenos Aires;Puerto Rosales;0
Puerto San Julian;Santa Cruz;Puerto San Julián;1
Puerto San Julián;Santa Cruz;Puerto San Julián;0
Puerto Santa Cruz;Santa Cruz;Puerto Santa Cruz;0
Punta Alta;Buenos Aires;Punta Alta;0
Punta Indio;Buenos Aires;Punta Indio;0
Puán;Buenos Aires;Puán;0
Quilmes;Buenos Aires;Quilmes;0
Quimili;Santiago del Estero;Quimili;0
Quines;San Juan;Quines;0
Quitilipi;Chaco;Quitilipi;0
R de Escalada;Buenos Aires;R de Escalada;0
Rafael Calzada;Buenos Aires;Rafael Calzada;0
Rafael Castillo;Buenos Aires;Rafael Castillo;0
Rafaela;Santa Fe;Rafaela;0
Rafaela;Santa Fe ;Rafaela;0
Ramallo;Buenos Aires;Ramallo;0
Ramona;Santa Fe;Ramona;0
Ramos Mejía;Buenos Aires;Ramos Mejía;0
Ramírez;Entre Ríos;Ramírez;0
Ranchos;Buenos Aires;Ranchos;0
Rancul;La Pampa;Rancul;0
Rauch;Buenos Aires;Rauch;0
Rawson;Chubut;Rawson;0
Rawson;San Juan;Rawson;0
Realicó;La Pampa;Realicó;0
Reconquista;Santa Fe;Reconquista;0
Reconquista;Santa Fe ;Reconquista;0
Recreo;Catamarca;Recreo;0
Recreo;Santa Fe;Recreo;0
Recreo;Santa Fe ;Recreo;0
Reducción;Córdoba;Reducción;0
Remedios de Escalada;Buenos Aires;Remedios de Escalada;0
Resistencia;Chaco;Resistencia;0
Reta;Buenos Aires;Reta;0
Ricardone;Santa Fe;Ricardone;0
Rincon de los Sauces;Neuquén;Rincón de los Sauces;1
Rincón de los Sauces;Neuquén;Rincón de los Sauces;0
Rio Colorado;Rio Negro;Río Colorado;1
Rio Colorado;Río Negro;Río Colorado;1
Rio Cuarto;Córdoba;Río Cuarto;1
Rio Gallegos;Santa Cruz;Río Gallegos;1
Rio Grande;Tierra del Fuego;Río Grande;1
Rio Grande Drios;Tierra del Fuego;Rio Grande Drios;0
Rio Mayo;Chubut;Río Mayo;1
Rivadavia;Buenos Aires;Rivadavia;0
Rivadavia;Mendoza;Rivadavia;0
Rivadavia;San Juan;Rivadavia;0
Rivera;Buenos Aires;Rivera;0
Rodeo de la Cruz;Mendoza;Rodeo de la Cruz;0
Rojas;Buenos Aires;Rojas;0
Roldán;Santa Fe;Roldán;0
Romang;Santa Fe;Romang;0
Román;Santa Fe;Pomán;1
Roque Peréz;Buenos Aires;Roque Peréz;0
Roque Pérez;Buenos Aires;Roque Pérez;0
Roque S. Peña;Chaco;Roque S. Peña;0
Roque Saenz Peña;Chaco;Roque Saenz Peña;0
Rosario;Santa Fe;Rosario;0
Rosario;Santa Fe ;Rosario;0
Rosario de la Frontera;Salta;Rosario de la Frontera;0
Rosario de la frontera;Salta;Rosario de la Frontera;0
Rosario de la Frontera;Salta;Rosario de la Frontera;0
Rosario de Lerma;Salta;Rosario de Lerma;0
Rosario del Tala;Entre Ríos;Rosario del Tala;0
Rufino;Santa Fe;Rufino;0
Rufino;Santa Fe ;Rufino;0
Río Ceballos;Córdoba;Río Ceballos;0
Río Colorado;Río Negro;Río Colorado;0
Río Cuarto;Córdoba;Río Cuarto;0
Río Cuarto;Córdoba ;Río Cuarto;0
Río de los Sauces;Córdoba;Río de los Sauces;0
Río Gallegos;Buenos Aires;Río Gallegos;0
Río Gallegos;Santa Cruz;Río Gallegos;0
Río Grande;Tierra del Fuego;Río Grande;0
Río Hondo;Santiago del Estero;Río Hondo;0
Río Mayo;Chubut;Río Mayo;0
Río Primero;Córdoba;Río Primero;0
Río Segundo;Córdoba;Río Segundo;0
Río Tercero;Córdoba;Río Tercero;0
Río Turbio;Santa Cruz;Río Turbio;0
S Carlos Centro;Santa Fe;S Carlos Centro;0
S Clara de Buena Vista;Santa Fe;S Clara de Buena Vista;0
S Jerónimo Norte;Santa Fe;S Jerónimo Norte;0
S Ramon Nva Orán;Salta;S Ramon Nva Orán;0
S. Clara del Mar;Buenos Aires;S. Clara del Mar;0
S. de la Ventana;Buenos Aires;S. de la Ventana;0
S. de los Padres;Buenos Aires;S. de los Padres;0
Saavedra;Buenos Aires;Saavedra;0
Sacháyoj;Santiago del Estero;Sachayoj;1
Saenz Peña;Chaco;Saenz Peña;0
Saladas;Corrientes;Saladas;0
Saladillo;Buenos Aires;Saladillo;0
Salazar;Buenos Aires;Salazar;0
Salliqueló;Buenos Aires;Salliqueló;0
Salta;Salta;Salta;0
Salta;Salta ;Salta;0
Salto;Buenos Aires;Salto;0
Salvador Mazza;Salta;Salvador Mazza;0
Sampacho;Córdoba;Sampacho;0
San A. de Areco;Buenos Aires;San A. de Areco;0
San Andrés;Buenos Aires;San Andrés;0
San Andrés de Giles;Buenos Aires;San Andrés de Giles;0
San Antonio de Areco;Buenos Aires;San Antonio de Areco;0
San Antonio de Padua;Buenos Aires;San Antonio de Padua;0
San Antonio Oeste;Rio Negro;San Antonio Oeste;0
San Antonio Oeste;Río Negro;San Antonio Oeste;0
San Basilio;Córdoba;San Basilio;0
San Benito;Entre Ríos;San Benito;0
San Bernardo;Buenos Aires;San Bernardo;0
San Bernardo;Chaco;San Bernardo;0
San Carlos Centro;Santa Fe;San Carlos Centro;0
San Carlos de Bariloche;Rio Negro;San Carlos de Bariloche;0
San Carlos de Bariloche;Río Negro;San Carlos de Bariloche;0
San Cayetano;Buenos Aires;San Cayetano;0
San Clemente;Buenos Aires;San Clemente;0
San Clemente del Tuyú;Buenos Aires;San Clemente del Tuyú;0
San Cristóbal;Santa Fe;San Cristóbal;0
San Fco. Solano;Buenos Aires;San Fco. Solano;0
San Fernando;Buenos Aires;San Fernando;0
San Fernando;Catamarca;San Fernando;0
San Francisco;Córdoba;San Francisco;0
San Francisco;Córdoba;San Francisco;0
San Francisco Solano;Buenos Aires;San Francisco Solano;0
San Genaro;Buenos Aires;San Genaro;0
San Genaro;Santa Fe;San Genaro;0
San Genaro Norte;Santa Fe;San Genaro Norte;0
San Gregorio;Santa Fe;San Gregorio;0
San Guillermo;Santa Fe;San Guillermo;0
San Isidro;Buenos Aires;San Isidro;0
San Isidro;Catamarca;San Isidro;0
San Isidro de Lules;Tucumán;San Isidro de Lules;0
San Isidro, Vicente López y otros;Buenos Aires;San Isidro, Vicente López y otros;0
San Javier;Misiones;San Javier;0
San Javier;Santa Fe;San Javier;0
San Jenaro Norte;Santa Fe;San Genaro Norte;1
San Jerónimo Norte;Santa Fe;San Jerónimo Norte;0
San Jorge;Santa Fe;San Jorge;0
San Jorge;Santa Fe ;San Jorge;0
San José;Entre Ríos;San José;0
San José;Entre Ríos;San José;0
San José de Feliciano;Entre Ríos;San José de Feliciano;0
San José de Jáchal;San Juan;San José de Jáchal;0
San Juan;San Juan;San Juan;0
San Justo;Buenos Aires;San Justo;0
San Justo;Entre Ríos;San Justo;0
San Justo;Santa Fe;San Justo;0
San Justo;Santa Fe ;San Justo;0
San Justo;Buenos Aires;San Justo;0
San Jóse de la Esquina;Santa Fe;San Jóse de la Esquina;0
San L del Palmar;Corrientes;San L del Palmar;0
San Lorenzo;Santa Fe;San Lorenzo;0
San Luis;San Luis;San Luis;0
San Luis;San Luis ;San Luis;0
San Marcos Sierra;Córdoba;San Marcos Sierra;0
San Martín;Buenos Aires;San Martín;0
San Martín;Mendoza;San Martín;0
San Martín;Buenos Aires;San Martín;0
San Martín;Buenos Aires;San Martín;0
San Martín de los Andes;Neuquén;San Martín de los Andes;0
San Martín de los Andes;Neuquén ;San Martín de los Andes;0
San Matín;Buenos Aires;San Martín;1
San Miguel;Buenos Aires;San Miguel;0
San Miguel;Corrientes;San Miguel;0
San Miguel;Buenos Aires;San Miguel;0
San Miguel de Tucumán;Tucumán;San Miguel de Tucumán;0
San Miguel del Monte;Buenos Aires;San Miguel del Monte;0
San Mimguel de Tucumán;Tucumán;San Miguel de Tucumán;1
San Nicolás;Buenos Aires;San Nicolás;0
San Nicolás;Buenos Aires;San Nicolás;0
San Nicolás de los Arroyos;Buenos Aires;San Nicolás de los Arroyos;0
San Pedro;Buenos Aires;San Pedro;0
San Pedro;Jujuy;San Pedro;0
San rafael;Mendoza;San Rafael;0
San Rafael;Mendoza;San Rafael;0
San rafael;Mendoza;San Rafael;0
San Rafael;Mendoza;San Rafael;0
San rafael;Mendoza;San Rafael;0
San Rafael;Mendoza;San Rafael;0
San rafael;Mendoza;San Rafael;0
San Rafael;Mendoza;San Rafael;0
San Ramón;Salta;San Ramón;0
San Roque;Corrientes;San Roque;0
San Salvador;Entre Ríos;San Salvador;0
San Salvador;Entre Ríos;San Salvador;0
San Salvador;Entre Ríos;San Salvador;0
San Salvador de Jujuy;Jujuy;San Salvador de Jujuy;0
San Vicente;Buenos Aires;San Vicente;0
San Vicente;Santa Fe;San Vicente;0
Sana Fe;Santa Fe ;Santa Fe;1
Sancti Spiritu;Santa Fe;Sancti Spiritu;0
Santa Ana;Tucumán;Santa Ana;0
Santa Catalina;Córdoba;Santa Catalina;0
Santa Cruz;Santa Cruz;Santa Cruz;0
Santa Elena;Entre Ríos;Santa Elena;0
Santa Eufemia;Córdoba;Santa Eufemia;0
Santa Fe;Santa Fe;Santa Fe;0
Santa Fe;Santa fe;Santa Fe;0
Santa Fe;Santa Fe;Santa Fe;0
Santa Fe;Santa Fe ;Santa Fe;0
Santa Fe;Santa Fe;Santa Fe;0
Santa Fe;Santa Fe ;Santa Fe;0
Santa Fe de la Veracruz;Santa Fe;Santa Fe de la Veracruz;0
Santa Isabel;Santa Fe;Santa Isabel;0
Santa María;Buenos Aires;Santa María;0
Santa María;Catamarca;Santa María;0
Santa Rosa;Corrientes;Santa Rosa;0
Santa Rosa;La Pampa;Santa Rosa;0
Santa Rosa del Conlara;San Juan;Santa Rosa del Conlara;0
Santa Sylvina;Chaco;Santa Sylvina;0
Santa Teresa;Santa Fe;Santa Teresa;0
Santa Teresita;Buenos Aires;Santa Teresita;0
Santiago del Estero;Santiago del Estero;Santiago del Estero;0
Santo Tomé;Corrientes;Santo Tomé;0
Santo Tomé;Santa Fe;Santo Tomé;0
Sarandí;Buenos Aires;Sarandí;0
Sastre;Santa fe;Sastre;0
Sastre;Santa Fe;Sastre;0
Sauce;Corrientes;Sauce;0
Sauce de Luna;Entre Ríos;Sauce de Luna;0
Segui;Entre Ríos;Seguí;1
Seguí;Entre Ríos;Seguí;0
Serrano;Córdoba;Serrano;0
Sierra de la Ventana;Buenos Aires;Sierra de la Ventana;0
Sierra Grande;Rio Negro;Sierra Grande;0
Sierras de Córdoba;Córdoba;Sierras de Córdoba;0
Simoca;Tucumán;Simoca;0
Sn José de Metán;Salta;Sn José de Metán;0
SR Calamuchita;Córdoba;SR Calamuchita;0
Sta. Rosa de Calamuchita;Córdoba;Sta. Rosa de Calamuchita;0
Stefenelli;Río Negro;Stefenelli;0
Strobel;Entre Ríos;Strobel;0
Suardi;Santa Fe;Suardi;0
Suchales;Santa Fe;Sunchales;1
Suipacha;Buenos Aires;Suipacha;0
Sumampa;Santiago del Estero;Sumampa;0
Sunchales;Santa Fe;Sunchales;0
Sunchales;Santa Fe ;Sunchales;0
Tacuarendí;Santa Fe;Tacuarendí;0
Tafi Viejo;Tucumán;Tafí Viejo;1
Talar de Pacheco;Buenos Aires;Talar de Pacheco;0
Tandil;Buenos Aires;Tandil;0
Tapalqué;Buenos Aires;Tapalqué;0
Tapiales;Buenos Aires;Tapiales;0
Tartagal;Salta;Tartagal;0
Temperley;Buenos Aires;Temperley;0
Teodelina;Santa Fe;Teodelina;0
Teodelina;Santa Fe ;Teodelina;0
Termas Rio Hondo;Santiago del Estero;Termas Rio Hondo;0
Ticino;Córdoba;Ticino;0
Tigre;Buenos Aires;Tigre;0
Tilcara;Jujuy;Tilcara;0
Tiro Federal;Entre Ríos;Tiro Federal;0
Toay;La Pampa;Toay;0
Tolhuin;Tierra del Fuego;Tolhuin;0
Tornquist;Buenos Aires;Tornquist;0
Tortuguitas;Buenos Aires;Tortuguitas;0
Tostado;Santa Fe;Tostado;0
Totoras;Santa Fe;Totoras;0
Trancas;Tucumán;Trancas;0
Trelew;Chubut;Trelew;0
Trelew;Chubut;Trelew;0
Trenque Lauquen;Buenos Aires;Trenque Lauquen;0
Trenque Lauquen;Buenos Aires;Trenque Lauquen;0
Tres Algarrobos;Buenos Aires;Tres Algarrobos;0
Tres Arroyos;Buenos Aires;Tres Arroyos;0
Tres de Febrero;Buenos Aires;Tres de Febrero;0
Tres Isletas;Chaco;Tres Isletas;0
Tres Lomas;Buenos Aires;Tres Lomas;0
Tres Lomas;Buenos Aires;Tres Lomas;0
Tristán Suárez;Buenos Aires;Tristán Suárez;0
Tucumán;Tucumán;Tucumán;0
Tunuyán;Mendoza;Tunuyán;0
Tupungato;Mendoza;Tupungato;0
Ucacha;Córdoba;Ucacha;0
Ullún;San Juan;Ullún;0
Unquillo;Córdoba;Unquillo;0
Urdinarrain;Entre Ríos;Urdinarrain;0
Ushuaia;Tierra del Fuego;Ushuaia;0
Uspallata;Mendoza;Uspallata;0
Va. Cura Brochero;Córdoba;Va. Cura Brochero;0
Va. Gral. Belgrano;Córdoba;Va. Gral. Belgrano;0
Valcheta;Rio Negro;Valcheta;0
Valcheta;Río Negro;Valcheta;0
Valentín Alsina;Buenos Aires;Valentín Alsina;0
Vedia;Buenos Aires;Vedia;0
Venado Tuerto;Santa Fe;Venado Tuerto;0
Venado Tuerto;Santa fe;Venado Tuerto;0
Venado Tuerto;Santa Fe;Venado Tuerto;0
Venado Tuerto;Santa fe;Venado Tuerto;0
Venado Tuerto;Santa Fe;Venado Tuerto;0
Vera;Santa Fe;Vera;0
Vertiz;La Pampa;Vértiz;1
Verónica;Buenos Aires;Verónica;0
Viale;Entre Ríos;Viale;0
Vicente López;Buenos Aires;Vicente López;0
Victoria;Buenos Aires;Victoria;0
Victoria;Entre Ríos;Victoria;0
Victorica;La Pampa;Victorica;0
Vicuña Mackenna;Córdoba;Vicuña Mackenna;0
Viedma;Rio Negro;Viedma;0
Viedma;Río Negro;Viedma;0
Villa Adelina;Buenos Aires;Villa Adelina;0
Villa Allende;Córdoba;Villa Allende;0
Villa Angela;Chaco;Villa Angela;0
Villa Ballester;Buenos Aires;Villa Ballester;0
Villa Berthet;Chaco;Villa Berthet;0
Villa Bosch;Buenos Aires;Villa Bosch;0
Villa Carlos Paz;Córdoba;Villa Carlos Paz;0
Villa Cañas;Santa Fe;Villas Cañas;1
Villa Celina;Buenos Aires;Villa Celina;0
Villa Constitucion;Santa Fe;Villa Constitución;1
Villa Constitución;Santa Fe;Villa Constitución;0
Villa de Merlo;San Juan;Villa de Merlo;0
Villa de Merlo;San Luis;Villa de Merlo;0
Villa de Soto;Córdoba;Villa de Soto;0
Villa del Carmen;San Luis;Villa del Carmen;0
Villa del Rosario;Córdoba;Villa del Rosario;0
Villa del Totoral;Córdoba;Villa del Totoral;0
Villa Dolores;Córdoba;Villa Dolores;0
Villa Dominico;Buenos Aires;Villa Dominico;0
Villa el Chocón;Neuquén;Villa El Chocón;0
Villa Elisa;Entre Ríos;Villa Elisa;0
Villa Eloisa;Santa Fe;Villa Elisa;1
Villa Gdor Gálvez;Santa Fe;Villa Gdor Gálvez;0
Villa Gesel;Buenos Aires;Villa Gesell;1
Villa Gesell;Buenos Aires;Villa Gesell;0
Villa Giardino;Córdoba;Villa Giardino;0
Villa Gobernador Gálvez;Santa Fe;Villa Gobernador Gálvez;0
Villa Gobernador Gálvez;Santa Fe ;Villa Gobernador Gálvez;0
Villa Gral. Belgrano;Córdoba;Villa Gral. Belgrano;0
Villa Huidobro;Córdoba;Villa Huidobro;0
Villa Iris;Buenos Aires;Villa Iris;0
Villa Krause;San Juan;Villa Krause;0
Villa la Angostura;Neuquén;Villa La Angostura;0
Villa La Angostura;Neuquén;Villa La Angostura;0
Villa la Angostura;Neuquén;Villa La Angostura;0
Villa La Angostura;Neuquén;Villa La Angostura;0
Villa la Angostura;Neuquén;Villa La Angostura;0
Villa Libertador San Martín;Entre Ríos;Villa Libertador San Martín;0
Villa Luzuriaga, La Matanza;Buenos Aires;Villa Luzuriaga, La Matanza;0
Villa Lynch;Buenos Aires;Villa Lynch;0
Villa Madero;Buenos Aires;Villa Madero;0
Villa Maipú;Buenos Aires;Villa Maipú;0
Villa Martelli;Buenos Aires;Villa Martelli;0
Villa María;Córdoba;Villa María;0
Villa Maza;Buenos Aires;Villa Maza;0
Villa Mercedes;San Luis;Villa Mercedes;0
Villa Nueva;Córdoba;Villa Nueva;0
Villa Nueva de Guaymallén;Mendoza;Villa Nueva de Guaymallén;0
Villa Ocampo;Santa Fe;Villa Ocampo;0
Villa Pehuenia;Neuquén;Villa Pehuenia;0
Villa Regina;Rio Negro;Villa Regina;0
Villa Regina;Río Negro;Villa Regina;0
Villa San José;Entre Ríos;Villa San José;0
Villa Santa Rosa;Córdoba;Villa Santa Rosa;0
Villa Sáenz Peña;Buenos Aires;Villa Sáenz Peña;0
Villa Unión;La Rioja;Villa Unión;0
Villa Valeria;Córdoba;Villa Valeria;0
Villa Valle María;Entre Ríos;Villa Valle María;0
Villa Ángela;Chaco;Villa Angela;1
Villaguay;Entre Ríos;Villaguay;0
Villalonga;Buenos Aires;Villalonga;0
Villas Cañas;Santa Fe;Villas Cañas;0
Virreyes;Buenos Aires;Virreyes;0
VY de Calamuchita;Córdoba;VY de Calamuchita;0
Wheelwright;Santa Fe;Wheelwright;0
Wheelwright;Santa Fe ;Wheelwright;0
Whellwright;Santa Fe;Wheelwright;1
Wilde;Buenos Aires;Wilde;0
Winifreda;La Pampa;Winifreda;0
Yerba Buena;Tucumán;Yerba Buena;0
Zapala;Neuquén;Zapala;0
Zárate;Buenos Aires;Zárate;0
